"3001";"1HD-3001";"МУЗЫКАЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.9.6:1234";"Novotel"
"3002";"2X2-3002";"РАЗВЛЕКАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.2.1:1234";"Novotel"
"3003";"365 ДНЕЙ-3003";"ПОЗНАВАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.5.20:1234";"Novotel"
"3004";"8 КАНАЛ-3004";"ИНФ/РАЗВЛЕКАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.15.21:1234";"Novotel"
"3006";"A-MEDIA HIT HD-3006";"КИНО/СЕРИАЛЫ";"http://37.192.133.9:81/udp/239.1.21.14:1234";"Novotel"
"3007";"A-MEDIA PREMIUM HD-3007";"КИНО/СЕРИАЛЫ";"http://37.192.133.9:81/udp/239.1.14.1:1234";"Novotel"
"3008";"ANI-3008";"ДЕТСКИЕ";"http://37.192.133.9:81/udp/239.1.20.40:1234";"Novotel"
"3009";"ANIMAL PLANET-3009";"ПОЗНАВАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.5.3:1234";"Novotel"
"3011";"ARIRANG-3011";"© ProxyBot";"http://37.192.133.9:81/udp/239.1.21.6:1234";"Novotel"
"3012";"ARM 1-3012";"© ProxyBot";"http://37.192.133.9:81/udp/239.1.21.9:1234";"Novotel"
"3013";"BABY TV-3013";"ДЕТСКИЕ";"http://37.192.133.9:81/udp/239.1.21.48:1234";"Novotel"
"3014";"BBC WORLD NEWS-3014";"ИНФОРМАЦИОННЫЕ";"http://37.192.133.9:81/udp/239.1.20.36:1234";"Novotel"
"3015";"BLUE HUSTLER 18+-3015";"ДЛЯ ВЗРОСЛЫХ";"http://37.192.133.9:81/udp/239.1.6.36:1234";"Novotel"
"3016";"BOOMERANG-3016";"ДЕТСКИЕ";"http://37.192.133.9:81/udp/239.1.21.59:1234";"Novotel"
"3018";"BRAZZERS TV 18+-3018";"ДЛЯ ВЗРОСЛЫХ";"http://37.192.133.9:81/udp/239.1.6.40:1234";"Novotel"
"3019";"BRIDGE TV-3019";"МУЗЫКАЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.8.8:1234";"Novotel"
"3020";"BRIDGE TV CLASSIC-3020";"МУЗЫКАЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.20.106:1234";"Novotel"
"3021";"BRIDGE TV DANGE-3021";"МУЗЫКАЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.8.17:1234";"Novotel"
"3022";"BRIDGE TV РУССКИЙ ХИТ-3022";"МУЗЫКАЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.8.14:1234";"Novotel"
"3023";"CARTOON NETWORK-3023";"ДЕТСКИЕ";"http://37.192.133.9:81/udp/239.1.3.3:1234";"Novotel"
"3024";"CINEMA-3024";"КИНО/СЕРИАЛЫ";"http://37.192.133.9:81/udp/239.1.20.2:1234";"Novotel"
"3025";"СТС LOVE-3025";"РАЗВЛЕКАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.3.8:1234";"Novotel"
"3026";"DA VINCI-3026";"ДЕТСКИЕ";"http://37.192.133.9:81/udp/239.1.5.6:1234";"Novotel"
"3027";"DEUTSCHE WELLE-3027";"ЭТНИЧЕСКИЕ";"http://37.192.133.9:81/udp/239.1.20.37:1234";"Novotel"
"3028";"DISCOVERY CHANNEL-3028";"ПОЗНАВАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.5.1:1234";"Novotel"
"3029";"DISCOVERY CHANNEL HD-3029";"ПОЗНАВАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.17.17:1234";"Novotel"
"3030";"DISCOVERY SCIENCE-3030";"ПОЗНАВАТЕЛЬНЫЕ";"http://37.192.133.9:81/udp/239.1.5.9:1234";"Novotel"
"3032";"DISNEY CHANNEL-3032";"ДЕТСКИЕ";"http://37.192.133.9:81/udp/239.1.15.12:1234";"Novotel"
"3034";"DTX-3034";"ХОББИ/ДОСУГ";"http://37.192.133.9:81/udp/239.1.5.2:1234";"Novotel"
